Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Customer_Segment
CUST0056,1,5,469.71899869802826,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0057,1,4,471.83905007748274,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0058,32,6,734.4340208314857,4,4,4,444,4.0,Champions
CUST0059,32,4,218.4492744680797,4,2,1,421,2.3333333333333335,New Customers
CUST0060,93,2,307.1446286351237,2,1,2,212,1.6666666666666667,About to Sleep
CUST0061,32,7,666.7447848778013,4,4,4,444,4.0,Champions
CUST0062,124,3,296.0661531553625,2,1,2,212,1.6666666666666667,About to Sleep
CUST0063,154,3,214.43397543868952,1,1,1,111,1.0,About to Sleep
CUST0064,63,3,260.07351933614086,3,1,1,311,1.6666666666666667,New Customers
CUST0065,32,5,408.2884717148148,4,3,2,432,3.0,Promising
CUST0066,246,2,259.38744070690126,1,1,1,111,1.0,About to Sleep
CUST0067,32,3,385.84057193995847,4,1,2,412,2.3333333333333335,New Customers
CUST0068,1,4,304.25364546982127,5,2,2,522,3.0,New Customers
CUST0069,154,5,544.2609190030313,1,3,3,133,2.3333333333333335,At Risk
CUST0070,1,2,142.2925338346368,5,1,1,511,2.3333333333333335,New Customers
CUST0071,32,3,145.77117053551603,4,1,1,411,2.0,New Customers
CUST0072,63,6,739.9328814011341,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0073,1,9,707.0773232165236,5,5,4,554,4.666666666666667,Champions
CUST0074,1,4,540.6564791042989,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0075,216,6,724.3010812061214,1,4,4,144,3.0,At Risk
CUST0076,63,7,717.5694916745239,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0077,124,2,331.12197422179463,2,1,2,212,1.6666666666666667,About to Sleep
CUST0078,1,6,705.3877991562416,5,4,4,544,4.333333333333333,Champions
CUST0079,32,7,746.0084840172087,4,4,4,444,4.0,Champions
CUST0080,366,1,262.40599203017814,1,1,1,111,1.0,About to Sleep
CUST0081,366,1,161.90955667676968,1,1,1,111,1.0,About to Sleep
CUST0082,154,4,369.82298233646554,1,2,2,122,1.6666666666666667,About to Sleep
CUST0083,32,8,1117.2294587604285,4,5,5,455,4.666666666666667,Champions
CUST0084,1,3,231.1978581565071,5,1,1,511,2.3333333333333335,New Customers
CUST0085,63,3,270.4899292949869,3,1,1,311,1.6666666666666667,New Customers
CUST0086,1,4,267.502127057725,5,2,1,521,2.6666666666666665,New Customers
CUST0087,1,7,985.2265109668452,5,4,5,545,4.666666666666667,Champions
CUST0088,1,5,945.6282816040753,5,3,5,535,4.333333333333333,Loyal Customers
CUST0089,32,3,313.15085909821545,4,1,2,412,2.3333333333333335,New Customers
CUST0090,1,8,755.531406903361,5,5,4,554,4.666666666666667,Champions
CUST0091,93,2,154.97194966268046,2,1,1,211,1.3333333333333333,About to Sleep
CUST0092,1,7,733.2601844729375,5,4,4,544,4.333333333333333,Champions
CUST0093,1,7,781.5001147054314,5,4,5,545,4.666666666666667,Champions
CUST0094,397,1,120.58324956314604,1,1,1,111,1.0,About to Sleep
CUST0095,277,4,379.1927165845792,1,2,2,122,1.6666666666666667,About to Sleep
CUST0096,124,5,784.4712677540874,2,3,5,235,3.3333333333333335,At Risk
CUST0097,32,2,227.02049413255284,4,1,1,411,2.0,New Customers
CUST0098,154,4,270.7188510415137,1,2,1,121,1.3333333333333333,About to Sleep
CUST0099,93,5,689.3014870578361,2,3,4,234,3.0,At Risk
CUST0100,154,2,146.4111550132134,1,1,1,111,1.0,About to Sleep
CUST0101,1,6,721.0998133074627,5,4,4,544,4.333333333333333,Champions
CUST0102,277,3,288.47143493116283,1,1,1,111,1.0,About to Sleep
CUST0103,93,3,322.1295940705075,2,1,2,212,1.6666666666666667,About to Sleep
CUST0104,124,7,693.0262179774463,2,4,4,244,3.3333333333333335,At Risk
CUST0105,93,5,470.36148554494264,2,3,3,233,2.6666666666666665,At Risk
CUST0106,1,6,555.2772235974896,5,4,3,543,4.0,Loyal Customers
CUST0107,1,3,318.46850964277496,5,1,2,512,2.6666666666666665,New Customers
CUST0108,32,5,464.7454523616845,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0109,32,8,793.0162294641729,4,5,5,455,4.666666666666667,Champions
CUST0110,1,2,53.71127841932963,5,1,1,511,2.3333333333333335,New Customers
CUST0111,32,10,1036.9021262208769,4,5,5,455,4.666666666666667,Champions
CUST0112,32,4,668.2669436965372,4,2,4,424,3.3333333333333335,Potential Loyalists
CUST0113,32,9,1332.6177550531645,4,5,5,455,4.666666666666667,Champions
CUST0114,1,6,780.7684500257078,5,4,5,545,4.666666666666667,Champions
CUST0115,154,3,304.3147915773742,1,1,2,112,1.3333333333333333,About to Sleep
CUST0116,32,8,898.9178674215486,4,5,5,455,4.666666666666667,Champions
CUST0117,1,4,579.3329757904066,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0118,63,6,804.5693091482142,3,4,5,345,4.0,Loyal Customers
CUST0119,1,4,323.5417272852045,5,2,2,522,3.0,New Customers
CUST0120,124,2,221.59871068959131,2,1,1,211,1.3333333333333333,About to Sleep
CUST0121,93,2,385.0100105935019,2,1,2,212,1.6666666666666667,About to Sleep
CUST0122,32,8,740.8576983064265,4,5,4,454,4.333333333333333,Champions
CUST0123,1,5,728.5484284055057,5,3,4,534,4.0,Loyal Customers
CUST0124,216,5,370.48986192543697,1,3,2,132,2.0,At Risk
CUST0125,32,7,620.2501594496501,4,4,4,444,4.0,Champions
CUST0126,1,7,776.2782283716328,5,4,5,545,4.666666666666667,Champions
CUST0127,63,3,515.8103868601681,3,1,3,313,2.3333333333333335,New Customers
CUST0128,154,5,409.9126620123792,1,3,2,132,2.0,At Risk
CUST0129,32,8,992.9186156582157,4,5,5,455,4.666666666666667,Champions
CUST0130,1,8,724.5989208429016,5,5,4,554,4.666666666666667,Champions
CUST0131,63,5,278.88379554849854,3,3,1,331,2.3333333333333335,Promising
CUST0132,1,5,756.3313984258704,5,3,4,534,4.0,Loyal Customers
CUST0133,307,3,336.5955187196252,1,1,2,112,1.3333333333333333,About to Sleep
CUST0134,32,6,533.8895940355158,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0135,1,4,608.3821019563699,5,2,4,524,3.6666666666666665,Potential Loyalists
CUST0136,93,2,256.1608958583596,2,1,1,211,1.3333333333333333,About to Sleep
CUST0137,63,9,1477.4802740641844,3,5,5,355,4.333333333333333,Loyal Customers
CUST0138,93,5,606.2572364231418,2,3,4,234,3.0,At Risk
CUST0139,1,7,695.1030811168085,5,4,4,544,4.333333333333333,Champions
CUST0140,93,5,595.8088558863247,2,3,4,234,3.0,At Risk
CUST0141,93,7,828.5548088405524,2,4,5,245,3.6666666666666665,At Risk
CUST0142,216,3,354.83463138105765,1,1,2,112,1.3333333333333333,About to Sleep
CUST0143,1,8,1121.2429259247942,5,5,5,555,5.0,Champions
CUST0144,1,7,565.3242047521413,5,4,3,543,4.0,Loyal Customers
CUST0145,93,3,428.65733485436465,2,1,2,212,1.6666666666666667,About to Sleep
CUST0146,32,6,880.5758081487173,4,4,5,445,4.333333333333333,Champions
CUST0147,154,5,496.06603552588155,1,3,3,133,2.3333333333333335,At Risk
CUST0148,1,7,679.2916403945884,5,4,4,544,4.333333333333333,Champions
CUST0149,93,7,872.9397450425114,2,4,5,245,3.6666666666666665,At Risk
CUST0150,93,2,252.19674208816184,2,1,1,211,1.3333333333333333,About to Sleep
CUST0151,154,4,332.76236479449085,1,2,2,122,1.6666666666666667,About to Sleep
CUST0152,1,5,632.0636268806796,5,3,4,534,4.0,Loyal Customers
CUST0153,32,4,357.8652508013303,4,2,2,422,2.6666666666666665,New Customers
CUST0154,1,10,924.5676852342519,5,5,5,555,5.0,Champions
CUST0155,1,5,284.88378909861467,5,3,1,531,3.0,Promising
CUST0156,124,6,849.563843882425,2,4,5,245,3.6666666666666665,At Risk
CUST0157,1,5,470.61430349447295,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0158,397,1,137.3331239819915,1,1,1,111,1.0,About to Sleep
CUST0159,93,5,716.2395735588174,2,3,4,234,3.0,At Risk
CUST0160,185,6,749.3548700118763,1,4,4,144,3.0,At Risk
CUST0161,32,5,592.9879553685294,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0162,93,8,557.0633499684479,2,5,3,253,3.3333333333333335,At Risk
CUST0163,93,4,273.75449821916436,2,2,1,221,1.6666666666666667,About to Sleep
CUST0164,63,5,597.5600549851731,3,3,4,334,3.3333333333333335,Loyal Customers
CUST0165,32,6,709.7711962696642,4,4,4,444,4.0,Champions
CUST0166,93,7,829.6921279202669,2,4,5,245,3.6666666666666665,At Risk
CUST0167,185,3,378.4973016732435,1,1,2,112,1.3333333333333333,About to Sleep
CUST0168,1,2,298.11489952998477,5,1,2,512,2.6666666666666665,New Customers
CUST0169,32,2,175.07839165886128,4,1,1,411,2.0,New Customers
CUST0170,124,6,1029.3422629909755,2,4,5,245,3.6666666666666665,At Risk
CUST0171,32,9,696.5447558117926,4,5,4,454,4.333333333333333,Champions
CUST0172,32,4,500.39059528326396,4,2,3,423,3.0,Potential Loyalists
CUST0173,32,7,458.7807845968261,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0174,216,2,126.50060630860747,1,1,1,111,1.0,About to Sleep
CUST0175,63,6,564.430664916244,3,4,3,343,3.3333333333333335,Loyal Customers
CUST0176,1,2,284.56983321338873,5,1,1,511,2.3333333333333335,New Customers
CUST0177,1,8,715.1985106867289,5,5,4,554,4.666666666666667,Champions
CUST0179,32,7,653.5174984100648,4,4,4,444,4.0,Champions
CUST0180,1,2,116.66495258876812,5,1,1,511,2.3333333333333335,New Customers
CUST0181,124,3,175.87823199877454,2,1,1,211,1.3333333333333333,About to Sleep
CUST0182,93,2,302.9789245698439,2,1,2,212,1.6666666666666667,About to Sleep
CUST0183,32,9,891.0578979964472,4,5,5,455,4.666666666666667,Champions
CUST0184,124,5,527.5793674124802,2,3,3,233,2.6666666666666665,At Risk
CUST0185,32,4,606.4584312864384,4,2,4,424,3.3333333333333335,Potential Loyalists
CUST0186,307,1,124.69181811649318,1,1,1,111,1.0,About to Sleep
CUST0187,1,9,1214.6933244967695,5,5,5,555,5.0,Champions
CUST0188,63,9,1044.331837500228,3,5,5,355,4.333333333333333,Loyal Customers
CUST0189,32,4,460.7840073777178,4,2,3,423,3.0,Potential Loyalists
CUST0190,63,7,746.0210841666106,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0191,32,6,606.5102868800873,4,4,4,444,4.0,Champions
CUST0192,1,10,1006.279502827011,5,5,5,555,5.0,Champions
CUST0193,32,5,782.9367110365035,4,3,5,435,4.0,Loyal Customers
CUST0194,1,9,1249.9936727813026,5,5,5,555,5.0,Champions
CUST0195,63,7,760.8641846526732,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0196,154,4,365.49565468949527,1,2,2,122,1.6666666666666667,About to Sleep
CUST0197,1,4,250.09331770682817,5,2,1,521,2.6666666666666665,New Customers
CUST0198,185,6,700.7041557283312,1,4,4,144,3.0,At Risk
CUST0199,1,5,807.843105477906,5,3,5,535,4.333333333333333,Loyal Customers
CUST0200,277,1,84.27202700613503,1,1,1,111,1.0,About to Sleep
CUST0201,93,8,1081.8381547886177,2,5,5,255,4.0,At Risk
CUST0202,154,5,632.9008791944868,1,3,4,134,2.6666666666666665,At Risk
CUST0203,93,5,420.42458689208826,2,3,2,232,2.3333333333333335,At Risk
CUST0204,124,1,90.14159863567686,2,1,1,211,1.3333333333333333,About to Sleep
CUST0205,154,3,310.70352102525857,1,1,2,112,1.3333333333333333,About to Sleep
CUST0206,63,7,733.7383466001986,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0207,124,3,428.49149721496013,2,1,2,212,1.6666666666666667,About to Sleep
CUST0208,154,5,396.7263479538413,1,3,2,132,2.0,At Risk
CUST0209,32,4,606.7062128478804,4,2,4,424,3.3333333333333335,Potential Loyalists
CUST0210,1,7,792.8490579583382,5,4,5,545,4.666666666666667,Champions
CUST0211,32,6,651.3119188840759,4,4,4,444,4.0,Champions
CUST0212,1,5,416.21727030411233,5,3,2,532,3.3333333333333335,Promising
CUST0213,185,4,656.7177370219483,1,2,4,124,2.3333333333333335,About to Sleep
CUST0214,1,6,570.4302348883259,5,4,3,543,4.0,Loyal Customers
CUST0215,32,4,562.7439364731554,4,2,3,423,3.0,Potential Loyalists
CUST0216,1,8,726.6785119790065,5,5,4,554,4.666666666666667,Champions
CUST0217,32,7,1006.4382046876112,4,4,5,445,4.333333333333333,Champions
CUST0218,154,5,512.0300313178877,1,3,3,133,2.3333333333333335,At Risk
CUST0219,32,3,207.0153231641351,4,1,1,411,2.0,New Customers
CUST0220,63,5,761.4419243544148,3,3,4,334,3.3333333333333335,Loyal Customers
CUST0221,32,4,437.57633272414995,4,2,2,422,2.6666666666666665,New Customers
CUST0222,63,2,250.76300735231115,3,1,1,311,1.6666666666666667,New Customers
CUST0223,216,2,76.13456602990728,1,1,1,111,1.0,About to Sleep
CUST0224,32,6,736.0873365597333,4,4,4,444,4.0,Champions
CUST0225,93,4,532.263560821765,2,2,3,223,2.3333333333333335,About to Sleep
CUST0226,1,6,423.5776459468654,5,4,2,542,3.6666666666666665,Promising
CUST0227,124,8,710.5841451436787,2,5,4,254,3.6666666666666665,At Risk
CUST0228,32,4,280.5707152679276,4,2,1,421,2.3333333333333335,New Customers
CUST0229,1,4,346.37145097149596,5,2,2,522,3.0,New Customers
CUST0230,124,4,383.8149945837387,2,2,2,222,2.0,About to Sleep
CUST0231,246,4,566.2529221804596,1,2,3,123,2.0,About to Sleep
CUST0232,1,6,953.5593183174212,5,4,5,545,4.666666666666667,Champions
CUST0233,63,5,359.8584966705398,3,3,2,332,2.6666666666666665,Promising
CUST0234,246,1,13.52195371785123,1,1,1,111,1.0,About to Sleep
CUST0235,154,6,792.3025457552086,1,4,5,145,3.3333333333333335,At Risk
CUST0236,1,6,641.285331198818,5,4,4,544,4.333333333333333,Champions
CUST0237,32,4,553.7898006518685,4,2,3,423,3.0,Potential Loyalists
CUST0238,1,6,572.3928352132262,5,4,3,543,4.0,Loyal Customers
CUST0239,93,5,467.9835677745625,2,3,3,233,2.6666666666666665,At Risk
CUST0241,32,2,166.82694548586966,4,1,1,411,2.0,New Customers
CUST0242,1,8,796.7181973619188,5,5,5,555,5.0,Champions
CUST0243,63,3,338.3669677611887,3,1,2,312,2.0,New Customers
CUST0244,63,3,352.09731845075845,3,1,2,312,2.0,New Customers
CUST0245,32,7,1096.7728706156724,4,4,5,445,4.333333333333333,Champions
CUST0246,216,3,221.5551348924538,1,1,1,111,1.0,About to Sleep
CUST0247,1,8,922.0231897436979,5,5,5,555,5.0,Champions
CUST0248,32,3,324.5868256197667,4,1,2,412,2.3333333333333335,New Customers
CUST0249,32,3,261.44991720509444,4,1,1,411,2.0,New Customers
CUST0250,93,5,381.67664410135274,2,3,2,232,2.3333333333333335,At Risk
CUST0251,32,6,427.84424806834863,4,4,2,442,3.3333333333333335,Promising
CUST0252,124,1,27.177460284634396,2,1,1,211,1.3333333333333333,About to Sleep
CUST0253,1,8,955.6009570214635,5,5,5,555,5.0,Champions
CUST0254,185,6,587.6623764727126,1,4,4,144,3.0,At Risk
CUST0255,63,1,79.52551163997805,3,1,1,311,1.6666666666666667,New Customers
CUST0256,154,3,212.9819898341254,1,1,1,111,1.0,About to Sleep
CUST0257,63,2,318.41218315226,3,1,2,312,2.0,New Customers
CUST0258,1,5,365.6941058965944,5,3,2,532,3.3333333333333335,Promising
CUST0259,63,4,418.3641301700987,3,2,2,322,2.3333333333333335,New Customers
CUST0260,63,4,351.4496585912683,3,2,2,322,2.3333333333333335,New Customers
CUST0261,154,5,546.9537200481542,1,3,3,133,2.3333333333333335,At Risk
CUST0262,93,6,337.0145528307797,2,4,2,242,2.6666666666666665,At Risk
CUST0263,63,4,357.8683511943365,3,2,2,322,2.3333333333333335,New Customers
CUST0264,216,2,330.8545446241457,1,1,2,112,1.3333333333333333,About to Sleep
CUST0265,1,6,710.8513385666992,5,4,4,544,4.333333333333333,Champions
CUST0266,1,5,660.2696278139545,5,3,4,534,4.0,Loyal Customers
CUST0267,32,5,490.86677080713514,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0268,63,6,556.2967150786843,3,4,3,343,3.3333333333333335,Loyal Customers
CUST0269,93,3,312.17685906834697,2,1,2,212,1.6666666666666667,About to Sleep
CUST0270,32,8,529.3272355590051,4,5,3,453,4.0,Loyal Customers
CUST0271,32,4,369.03942082027055,4,2,2,422,2.6666666666666665,New Customers
CUST0272,32,5,941.5244544270028,4,3,5,435,4.0,Loyal Customers
CUST0273,1,9,1122.369038441038,5,5,5,555,5.0,Champions
CUST0274,1,7,845.6969654567318,5,4,5,545,4.666666666666667,Champions
CUST0275,154,2,354.79198052500806,1,1,2,112,1.3333333333333333,About to Sleep
CUST0276,63,5,373.7086624771088,3,3,2,332,2.6666666666666665,Promising
CUST0277,124,9,668.2694110683116,2,5,4,254,3.6666666666666665,At Risk
CUST0278,1,6,791.6479607959816,5,4,5,545,4.666666666666667,Champions
CUST0279,185,3,186.8758088965223,1,1,1,111,1.0,About to Sleep
CUST0280,63,3,423.7750224820696,3,1,2,312,2.0,New Customers
CUST0281,93,4,591.0871625057389,2,2,4,224,2.6666666666666665,About to Sleep
CUST0282,1,3,216.41007563938325,5,1,1,511,2.3333333333333335,New Customers
CUST0283,1,8,676.4515204241471,5,5,4,554,4.666666666666667,Champions
CUST0284,1,5,398.01542743135184,5,3,2,532,3.3333333333333335,Promising
CUST0285,32,6,531.3858125715178,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0286,32,4,480.2523761351472,4,2,3,423,3.0,Potential Loyalists
CUST0287,32,7,714.0297397940928,4,4,4,444,4.0,Champions
CUST0288,93,5,510.0684363407546,2,3,3,233,2.6666666666666665,At Risk
CUST0289,1,7,565.3203218227795,5,4,3,543,4.0,Loyal Customers
CUST0290,185,1,98.86195495941313,1,1,1,111,1.0,About to Sleep
CUST0291,32,5,546.5006950909476,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0292,63,2,155.7555862692478,3,1,1,311,1.6666666666666667,New Customers
CUST0293,124,3,385.03897732350947,2,1,2,212,1.6666666666666667,About to Sleep
CUST0294,63,5,538.1211776880014,3,3,3,333,3.0,Loyal Customers
CUST0295,32,6,694.4838750576455,4,4,4,444,4.0,Champions
CUST0296,32,7,574.0791191529106,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0297,32,1,148.4525140461452,4,1,1,411,2.0,New Customers
CUST0298,93,3,338.01320524344453,2,1,2,212,1.6666666666666667,About to Sleep
CUST0299,63,3,438.3146019949634,3,1,2,312,2.0,New Customers
CUST0300,154,2,130.68501951434055,1,1,1,111,1.0,About to Sleep
CUST0301,1,3,302.1363651265285,5,1,2,512,2.6666666666666665,New Customers
CUST0302,1,7,786.6641085757033,5,4,5,545,4.666666666666667,Champions
CUST0303,93,5,583.1857740597831,2,3,3,233,2.6666666666666665,At Risk
CUST0304,1,4,342.5370087801137,5,2,2,522,3.0,New Customers
CUST0305,32,8,900.5331271930716,4,5,5,455,4.666666666666667,Champions
CUST0306,32,5,599.8906427065023,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0307,1,5,552.5262937794946,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0308,32,6,327.10062012367825,4,4,2,442,3.3333333333333335,Promising
CUST0309,1,2,348.7248588576721,5,1,2,512,2.6666666666666665,New Customers
CUST0310,32,4,280.09568960799413,4,2,1,421,2.3333333333333335,New Customers
CUST0311,93,6,401.70309970500864,2,4,2,242,2.6666666666666665,At Risk
CUST0312,154,3,171.23357630553733,1,1,1,111,1.0,About to Sleep
CUST0313,63,7,633.8799406331896,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0314,63,6,441.4371429258385,3,4,3,343,3.3333333333333335,Loyal Customers
CUST0315,124,3,172.72382032873855,2,1,1,211,1.3333333333333333,About to Sleep
CUST0316,93,2,75.51012637888005,2,1,1,211,1.3333333333333333,About to Sleep
CUST0317,63,3,180.26059712802137,3,1,1,311,1.6666666666666667,New Customers
CUST0318,32,7,766.0048238401719,4,4,4,444,4.0,Champions
CUST0319,154,1,275.33240624746435,1,1,1,111,1.0,About to Sleep
CUST0320,216,3,311.7739099191344,1,1,2,112,1.3333333333333333,About to Sleep
CUST0321,32,7,847.3165628628666,4,4,5,445,4.333333333333333,Champions
CUST0322,154,3,299.7534842858148,1,1,2,112,1.3333333333333333,About to Sleep
CUST0323,63,2,180.8231615564732,3,1,1,311,1.6666666666666667,New Customers
CUST0324,32,5,663.8985822964136,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0325,32,4,625.9146637419643,4,2,4,424,3.3333333333333335,Potential Loyalists
CUST0326,63,3,317.7683148782162,3,1,2,312,2.0,New Customers
CUST0327,32,7,709.4426340721795,4,4,4,444,4.0,Champions
CUST0328,63,5,896.7375371997034,3,3,5,335,3.6666666666666665,Loyal Customers
CUST0329,185,4,666.2905520089429,1,2,4,124,2.3333333333333335,About to Sleep
CUST0330,1,5,630.4627751129315,5,3,4,534,4.0,Loyal Customers
CUST0331,32,7,1086.485500001942,4,4,5,445,4.333333333333333,Champions
CUST0332,63,3,309.2780408682265,3,1,2,312,2.0,New Customers
CUST0333,154,2,122.91131625854109,1,1,1,111,1.0,About to Sleep
CUST0334,32,7,842.4897064056956,4,4,5,445,4.333333333333333,Champions
CUST0335,154,4,408.6551550729056,1,2,2,122,1.6666666666666667,About to Sleep
CUST0336,93,7,566.9884943680482,2,4,3,243,3.0,At Risk
CUST0337,124,4,727.9801545222244,2,2,4,224,2.6666666666666665,About to Sleep
CUST0338,1,9,1066.437154054611,5,5,5,555,5.0,Champions
CUST0339,124,5,550.8431312160739,2,3,3,233,2.6666666666666665,At Risk
CUST0340,32,6,832.0302436386178,4,4,5,445,4.333333333333333,Champions
CUST0341,93,5,683.4869219291229,2,3,4,234,3.0,At Risk
CUST0342,124,6,579.9362747510212,2,4,3,243,3.0,At Risk
CUST0343,1,6,260.88657840009967,5,4,1,541,3.3333333333333335,Promising
CUST0344,1,4,450.72223971070673,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0345,32,6,832.2772083032363,4,4,5,445,4.333333333333333,Champions
CUST0346,338,3,240.15857161604492,1,1,1,111,1.0,About to Sleep
CUST0347,63,3,426.17414875829127,3,1,2,312,2.0,New Customers
CUST0348,63,6,641.371238984838,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0349,124,4,637.9415419688567,2,2,4,224,2.6666666666666665,About to Sleep
CUST0350,93,5,289.82222430982097,2,3,1,231,2.0,At Risk
CUST0351,93,3,449.70136137248556,2,1,3,213,2.0,About to Sleep
CUST0352,1,2,367.123383018831,5,1,2,512,2.6666666666666665,New Customers
CUST0353,246,4,435.5916992560409,1,2,2,122,1.6666666666666667,About to Sleep
CUST0354,185,3,468.5518474051946,1,1,3,113,1.6666666666666667,About to Sleep
CUST0355,93,1,44.038289149114135,2,1,1,211,1.3333333333333333,About to Sleep
CUST0356,185,5,464.34814356387386,1,3,3,133,2.3333333333333335,At Risk
CUST0357,1,3,345.66562959155914,5,1,2,512,2.6666666666666665,New Customers
