Customer_ID,Total_Revenue,Order_Count,First_Purchase,Last_Purchase,Lifespan_Days,Avg_Order_Value,Purchase_Frequency,CLV_Simple,CLV_Category
CUST0075,724.3010812061214,6,2022-02-01,2022-07-01,150,120.7168468676869,14.610000000000001,5291.019398210718,Very High
CUST0076,717.5694916745239,7,2022-02-01,2022-12-01,303,102.50992738207484,8.43811881188119,2594.972839941781,High
CUST0077,331.12197422179463,2,2022-07-01,2022-10-01,92,165.56098711089732,7.940217391304349,3943.7706875383856,Very High
CUST0078,705.3877991562416,6,2022-02-01,2023-02-01,365,117.56463319270694,6.004109589041096,2117.6128244532924,Medium
CUST0079,746.0084840172087,7,2022-04-01,2023-01-01,275,106.57264057388696,9.297272727272727,2972.5047140431143,High
CUST0080,262.40599203017814,1,2022-02-01,2022-02-01,1,262.40599203017814,365.25,287531.36576706765,Very High
CUST0081,161.90955667676968,1,2022-02-01,2022-02-01,1,161.90955667676968,365.25,177412.39672857037,Very High
CUST0082,369.82298233646554,4,2022-03-01,2022-09-01,184,92.45574558411639,7.940217391304349,2202.3561570390334,Medium
CUST0083,1117.2294587604285,8,2022-02-01,2023-01-01,334,139.65368234505357,8.748502994011975,3665.2819743614955,Very High
CUST0084,231.1978581565071,3,2022-04-01,2023-02-01,306,77.0659527188357,3.5808823529411766,827.8923303104336,Low
CUST0085,270.4899292949869,3,2022-05-01,2022-12-01,214,90.16330976499563,5.1203271028037385,1384.9969160045882,Low
CUST0086,267.502127057725,4,2022-02-01,2023-02-01,365,66.87553176443124,4.002739726027397,803.0560430780881,Low
CUST0087,985.2265109668452,7,2022-03-01,2023-02-01,337,140.74664442383502,7.58679525222552,3203.447921044275,High
CUST0088,945.6282816040753,5,2022-01-01,2023-02-01,396,189.12565632081504,4.611742424242424,2616.596438302185,High
CUST0089,313.15085909821545,3,2022-03-01,2023-01-01,306,104.38361969940514,3.5808823529411766,1121.3563851531685,Low
CUST0090,755.531406903361,8,2022-01-01,2023-02-01,396,94.44142586292013,7.378787878787878,2090.589745238277,Medium
CUST0091,154.97194966268046,2,2022-02-01,2022-11-01,273,77.48597483134023,2.675824175824176,622.0165342230114,Low
CUST0092,733.2601844729375,7,2022-01-01,2023-02-01,396,104.75145492470536,6.456439393939394,2028.9642604450032,Medium
CUST0093,781.5001147054314,7,2022-02-01,2023-02-01,365,111.64287352934734,7.004794520547945,2346.1061662697985,Medium
CUST0094,120.58324956314604,1,2022-01-01,2022-01-01,1,120.58324956314604,365.25,132129.09570881727,Very High
CUST0095,379.1927165845792,4,2022-02-01,2022-05-01,89,94.7981791461448,16.415730337078653,4668.544035927558,Very High
CUST0096,784.4712677540874,5,2022-01-01,2022-10-01,273,156.8942535508175,6.68956043956044,3148.660775243741,High
CUST0097,227.02049413255284,2,2022-09-01,2023-01-01,122,113.51024706627642,5.9877049180327875,2038.9975938175803,Medium
CUST0098,270.7188510415137,4,2022-02-01,2022-09-01,212,67.67971276037842,6.891509433962264,1399.2461369280122,Low
CUST0099,689.3014870578361,5,2022-01-01,2022-11-01,304,137.86029741156722,6.0074013157894735,2484.546396196131,High
CUST0100,146.4111550132134,2,2022-04-01,2022-09-01,153,73.2055775066067,4.7745098039215685,1048.5622425211018,Low
CUST0101,721.0998133074627,6,2022-05-01,2023-02-01,276,120.18330221791045,7.940217391304348,2862.844639245117,High
CUST0102,288.47143493116283,3,2022-03-01,2022-05-01,61,96.15714497705427,17.963114754098363,5181.845488947897,Very High
CUST0103,322.1295940705075,3,2022-02-01,2022-11-01,273,107.37653135683583,4.013736263736264,1292.943233343438,Low
CUST0104,693.0262179774463,7,2022-01-01,2022-10-01,273,99.00374542534948,9.365384615384615,2781.624462816069,High
CUST0105,470.36148554494264,5,2022-02-01,2022-11-01,273,94.07229710898852,6.68956043956044,1887.9069515965966,Medium
CUST0106,555.2772235974896,6,2022-04-01,2023-02-01,306,92.54620393291493,7.161764705882353,1988.3824109704224,Medium
CUST0107,318.46850964277496,3,2022-02-01,2023-02-01,365,106.15616988092499,3.002054794520548,956.0599162769058,Low
CUST0108,464.7454523616845,5,2022-03-01,2023-01-01,306,92.9490904723369,5.968137254901961,1664.1987889716204,Low
CUST0109,793.0162294641729,8,2022-02-01,2023-01-01,334,99.1270286830216,8.748502994011975,2601.6393216627766,High
CUST0110,53.71127841932963,2,2022-10-01,2023-02-01,123,26.855639209664815,5.939024390243903,478.4888888453695,Low
CUST0111,1036.9021262208769,10,2022-02-01,2023-01-01,334,103.69021262208769,10.93562874251497,3401.753008402772,Very High
CUST0112,668.2669436965372,4,2022-06-01,2023-01-01,214,167.0667359241343,6.827102803738319,3421.7453437171994,Very High
CUST0113,1332.6177550531645,9,2022-01-01,2023-01-01,365,148.0686394503516,9.006164383561643,4000.591520820561,Very High
CUST0114,780.7684500257078,6,2022-03-01,2023-02-01,337,130.12807500428463,6.502967359050445,2538.655872746793,High
CUST0115,304.3147915773742,3,2022-01-01,2022-09-01,243,101.43826385912473,4.5092592592592595,1372.2342916498264,Low
CUST0116,898.9178674215486,8,2022-04-01,2023-01-01,275,112.36473342769358,10.625454545454545,3581.7791026442246,Very High
CUST0117,579.3329757904066,4,2022-01-01,2023-02-01,396,144.83324394760166,3.689393939393939,1603.0406773291365,Low
CUST0118,804.5693091482142,6,2022-02-01,2022-12-01,303,134.0948848580357,7.232673267326733,2909.5934669939134,High
CUST0119,323.5417272852045,4,2022-04-01,2023-02-01,306,80.88543182130113,4.7745098039215685,1158.5648616756955,Low
CUST0120,221.59871068959131,2,2022-01-01,2022-10-01,273,110.79935534479566,2.675824175824176,889.4387810920136,Low
CUST0121,385.0100105935019,2,2022-09-01,2022-11-01,61,192.50500529675094,11.975409836065575,6915.9790017677005,Very High
CUST0122,740.8576983064265,8,2022-01-01,2023-01-01,365,92.60721228830332,8.005479452054795,2224.0954052582656,Medium
CUST0123,728.5484284055057,5,2022-01-01,2023-02-01,396,145.70968568110112,4.611742424242424,2015.9266172356886,Medium
CUST0124,370.48986192543697,5,2022-05-01,2022-07-01,61,74.09797238508739,29.938524590163937,6655.151904996681,Very High
CUST0125,620.2501594496501,7,2022-07-01,2023-01-01,184,88.6071656356643,13.89538043478261,3693.690827266055,Very High
CUST0126,776.2782283716328,7,2022-02-01,2023-02-01,365,110.89688976737612,7.004794520547945,2330.429777364977,Medium
CUST0127,515.8103868601681,3,2022-03-01,2022-12-01,275,171.93679562005605,3.9845454545454544,2055.2699323710153,Medium
CUST0128,409.9126620123792,5,2022-01-01,2022-09-01,243,81.98253240247584,7.515432098765432,1848.402466666932,Medium
CUST0129,992.9186156582157,8,2022-04-01,2023-01-01,275,124.11482695727696,10.625454545454545,3956.329356754509,Very High
CUST0130,724.5989208429016,8,2022-03-01,2023-02-01,337,90.5748651053627,8.670623145400594,2356.021565322283,Medium
CUST0131,278.88379554849854,5,2022-01-01,2022-12-01,334,55.77675910969971,5.467814371257485,914.9308951265489,Low
CUST0132,756.3313984258704,5,2022-03-01,2023-02-01,337,151.26627968517408,5.4191394658753715,2459.199198294207,High
CUST0133,336.5955187196252,3,2022-02-01,2022-04-01,59,112.19850623987507,18.572033898305087,6251.2633836784635,Very High
CUST0134,533.8895940355158,6,2022-02-01,2023-01-01,334,88.98159900591929,6.561377245508981,1751.5255169593304,Medium
CUST0135,608.3821019563699,4,2022-01-01,2023-02-01,396,152.09552548909247,3.689393939393939,1683.4209298451824,Low
CUST0136,256.1608958583596,2,2022-06-01,2022-11-01,153,128.0804479291798,4.7745098039215685,1834.5640629856048,Medium
CUST0137,1477.4802740641844,9,2022-03-01,2022-12-01,275,164.1644748960205,11.953636363636363,5887.087310203018,Very High
CUST0138,606.2572364231418,5,2022-02-01,2022-11-01,273,121.25144728462836,6.68956043956044,2433.356654984094,High
CUST0139,695.1030811168085,7,2022-02-01,2023-02-01,365,99.30044015954408,7.004794520547945,2086.73753735272,Medium
CUST0140,595.8088558863247,5,2022-02-01,2022-11-01,273,119.16177117726495,6.68956043956044,2391.4196111261554,High
CUST0141,828.5548088405524,7,2022-03-01,2022-11-01,245,118.36497269150748,10.435714285714285,3705.6691093348372,Very High
CUST0142,354.83463138105765,3,2022-06-01,2022-07-01,30,118.27821046035255,36.525,12960.334911193131,Very High
CUST0143,1121.2429259247942,8,2022-03-01,2023-02-01,337,140.15536574059928,8.670623145400594,3645.703074427576,Very High
CUST0144,565.3242047521413,7,2022-01-01,2023-02-01,396,80.76060067887734,6.456439393939394,1564.2777711039366,Low
CUST0145,428.65733485436465,3,2022-02-01,2022-11-01,273,142.88577828478822,4.013736263736264,1720.5174896215021,Medium
CUST0146,880.5758081487173,6,2022-02-01,2023-01-01,334,146.7626346914529,6.561377245508981,2888.895035266338,High
CUST0147,496.06603552588155,5,2022-01-01,2022-09-01,243,99.21320710517631,7.515432098765432,2236.890363899114,Medium
CUST0148,679.2916403945884,7,2022-03-01,2023-02-01,337,97.04166291351262,7.58679525222552,2208.7056823809207,Medium
CUST0149,872.9397450425114,7,2022-03-01,2022-11-01,245,124.70567786321591,10.435714285714285,3904.178471960538,Very High
CUST0150,252.19674208816184,2,2022-01-01,2022-11-01,304,126.09837104408092,2.4029605263157894,909.0282241549452,Low
CUST0151,332.76236479449085,4,2022-01-01,2022-09-01,243,83.19059119862271,6.012345679012346,1500.5117745825653,Low
CUST0152,632.0636268806796,5,2022-01-01,2023-02-01,396,126.41272537613592,4.611742424242424,1748.9487857436984,Medium
CUST0153,357.8652508013303,4,2022-01-01,2023-01-01,365,89.46631270033258,4.002739726027397,1074.331091960432,Low
CUST0154,924.5676852342519,10,2022-01-01,2023-02-01,396,92.4567685234252,9.223484848484848,2558.3208108470494,High
CUST0155,284.88378909861467,5,2022-01-01,2023-02-01,396,56.976757819722934,4.611742424242424,788.2863936990077,Low
CUST0156,849.563843882425,6,2022-03-01,2022-10-01,214,141.59397398040417,10.240654205607477,4350.044775393305,Very High
CUST0157,470.61430349447295,5,2022-03-01,2023-02-01,337,94.12286069889458,5.4191394658753715,1530.1947271634087,Low
CUST0158,137.3331239819915,1,2022-01-01,2022-01-01,1,137.3331239819915,365.25,150482.77060326718,Very High
CUST0159,716.2395735588174,5,2022-04-01,2022-11-01,214,143.24791471176349,8.533878504672899,3667.3809005938056,Very High
CUST0160,749.3548700118763,6,2022-01-01,2022-08-01,212,124.89247833531272,10.337264150943396,3873.139617054309,Very High
CUST0161,592.9879553685294,5,2022-01-01,2023-01-01,365,118.59759107370587,5.0034246575342465,1780.1823345070302,Medium
CUST0162,557.0633499684479,8,2022-01-01,2022-11-01,304,69.63291874605599,9.611842105263158,2007.9018609471277,Medium
CUST0163,273.75449821916436,4,2022-06-01,2022-11-01,153,68.43862455479109,9.549019607843137,1960.5653034225447,Medium
CUST0164,597.5600549851731,5,2022-05-01,2022-12-01,214,119.51201099703462,8.533878504672899,3059.702945093474,High
CUST0165,709.7711962696642,6,2022-03-01,2023-01-01,306,118.29519937827736,7.161764705882353,2541.6071513479887,High
CUST0166,829.6921279202669,7,2022-02-01,2022-11-01,273,118.52744684575241,9.365384615384615,3330.165381570082,High
CUST0167,378.4973016732435,3,2022-01-01,2022-08-01,212,126.1657672244145,5.168632075471698,1956.3132939078137,Medium
CUST0168,298.11489952998477,2,2022-03-01,2023-02-01,337,149.05744976499238,2.1676557863501484,969.3157304450469,Low
CUST0169,175.07839165886128,2,2022-05-01,2023-01-01,245,87.53919582943064,2.9816326530612245,783.029174123254,Low
CUST0170,1029.3422629909755,6,2022-02-01,2022-10-01,242,171.55704383182925,9.055785123966942,4660.751176332072,Very High
CUST0171,696.5447558117926,9,2022-08-01,2023-01-01,153,77.39386175686585,21.485294117647058,4988.489648240338,Very High
CUST0172,500.39059528326396,4,2022-02-01,2023-01-01,334,125.09764882081599,4.374251497005988,1641.625732879151,Low
CUST0173,458.7807845968261,7,2022-02-01,2023-01-01,334,65.54011208526087,7.654940119760479,1505.1169003651862,Low
CUST0174,126.50060630860747,2,2022-07-01,2022-07-01,1,63.25030315430374,730.5,138613.03936265665,Very High
CUST0175,564.430664916244,6,2022-08-01,2022-12-01,122,94.07177748604067,17.963114754098363,5069.466402311266,Very High
CUST0176,284.56983321338873,2,2022-09-01,2023-02-01,153,142.28491660669437,4.7745098039215685,2038.0221878664752,Medium
CUST0177,715.1985106867289,8,2022-02-01,2023-02-01,365,89.39981383584112,8.005479452054795,2147.06511804105,Medium
CUST0179,653.5174984100648,7,2022-07-01,2023-01-01,184,93.35964263000926,13.89538043478261,3891.803254797981,Very High
CUST0180,116.66495258876812,2,2023-02-01,2023-02-01,1,58.33247629438406,730.5,127835.62179914265,Very High
CUST0181,175.87823199877454,3,2022-01-01,2022-10-01,273,58.626077332924844,4.013736263736264,705.9288377753011,Low
CUST0182,302.9789245698439,2,2022-03-01,2022-11-01,245,151.48946228492196,2.9816326530612245,1355.0577820302306,Low
CUST0183,891.0578979964472,9,2022-03-01,2023-01-01,306,99.00643311071636,10.742647058823529,3190.773502384337,High
CUST0184,527.5793674124802,5,2022-02-01,2022-10-01,242,105.51587348249605,7.546487603305785,2388.822693562914,High
CUST0185,606.4584312864384,4,2022-09-01,2023-01-01,122,151.6146078216096,11.975409836065575,5446.941197394385,Very High
CUST0186,124.69181811649318,1,2022-04-01,2022-04-01,1,124.69181811649318,365.25,136631.0597011474,Very High
CUST0187,1214.6933244967695,9,2022-01-01,2023-02-01,396,134.9659249440855,8.301136363636363,3361.111642215493,High
CUST0188,1044.331837500228,9,2022-01-01,2022-12-01,334,116.03687083335866,9.842065868263473,3426.12757766729,Very High
CUST0189,460.7840073777178,4,2022-08-01,2023-01-01,153,115.19600184442945,9.549019607843137,3300.0266410727727,High
CUST0190,746.0210841666106,7,2022-01-01,2022-12-01,334,106.57444059523009,7.654940119760479,2447.4628831603695,High
CUST0191,606.5102868800873,6,2022-01-01,2023-01-01,365,101.08504781334788,6.004109589041096,1820.777114654399,Medium
CUST0192,1006.279502827011,10,2022-02-01,2023-02-01,365,100.62795028270111,10.006849315068493,3020.9062060895817,High
CUST0193,782.9367110365035,5,2022-08-01,2023-01-01,153,156.5873422073007,11.936274509803923,5607.208504040842,Very High
CUST0194,1249.9936727813026,9,2022-02-01,2023-02-01,365,138.8881858645892,9.006164383561643,3752.5494984934585,Very High
CUST0195,760.8641846526732,7,2022-07-01,2022-12-01,153,108.69488352181045,16.71078431372549,5449.130263615469,Very High
CUST0196,365.49565468949527,4,2022-03-01,2022-09-01,184,91.37391367237382,7.940217391304349,2176.5862153587746,Medium
CUST0197,250.09331770682817,4,2022-09-01,2023-02-01,153,62.52332942670704,9.549019607843137,1791.1094959297839,Medium
CUST0198,700.7041557283312,6,2022-01-01,2022-08-01,212,116.78402595472187,10.337264150943396,3621.681974713769,Very High
CUST0199,807.843105477906,5,2022-04-01,2023-02-01,306,161.5686210955812,5.968137254901961,2892.791120351031,High
CUST0200,84.27202700613503,1,2022-05-01,2022-05-01,1,84.27202700613503,365.25,92341.07359197245,Very High
CUST0201,1081.8381547886177,8,2022-01-01,2022-11-01,304,135.2297693485772,9.611842105263158,3899.4215727290384,Very High
CUST0202,632.9008791944868,5,2022-01-01,2022-09-01,243,126.58017583889736,7.515432098765432,2853.9141497010655,High
CUST0203,420.42458689208826,5,2022-01-01,2022-11-01,304,84.08491737841766,6.0074013157894735,1515.3955298914661,Low
CUST0204,90.14159863567686,1,2022-10-01,2022-10-01,1,90.14159863567686,365.25,98772.65670504291,Very High
CUST0205,310.70352102525857,3,2022-02-01,2022-09-01,212,103.56784034175286,5.168632075471698,1605.9121847331467,Low
CUST0206,733.7383466001986,7,2022-01-01,2022-12-01,334,104.81976380002837,7.654940119760479,2407.167045769963,High
CUST0207,428.49149721496013,3,2022-01-01,2022-10-01,273,142.83049907165338,4.013736263736264,1719.8518610743317,Medium
CUST0208,396.7263479538413,5,2022-01-01,2022-09-01,243,79.34526959076825,7.515432098765432,1788.9419579029693,Medium
CUST0209,606.7062128478804,4,2022-06-01,2023-01-01,214,151.6765532119701,6.827102803738319,3106.534265084416,High
CUST0210,792.8490579583382,7,2022-04-01,2023-02-01,306,113.26415113690545,8.355392156862745,2839.099200189049,High
CUST0211,651.3119188840759,6,2022-06-01,2023-01-01,214,108.55198648067932,10.240654205607477,3334.9300706412437,High
CUST0212,416.21727030411233,5,2022-08-01,2023-02-01,184,83.24345406082247,9.925271739130435,2478.641706172452,High
CUST0213,656.7177370219483,4,2022-05-01,2022-08-01,92,164.17943425548708,15.880434782608697,7821.722395019564,Very High
CUST0214,570.4302348883259,6,2022-02-01,2023-02-01,365,95.07170581472099,6.004109589041096,1712.4628215859811,Medium
CUST0215,562.7439364731554,4,2022-03-01,2023-01-01,306,140.68598411828884,4.7745098039215685,2015.1198313413724,Medium
CUST0216,726.6785119790065,8,2022-03-01,2023-02-01,337,90.83481399737582,8.670623145400594,2362.7833219614135,High
CUST0217,1006.4382046876112,7,2022-01-01,2023-01-01,365,143.77688638394446,7.004794520547945,3021.3826377710957,High
CUST0218,512.0300313178877,5,2022-01-01,2022-09-01,243,102.40600626357755,7.515432098765432,2308.876159738994,Medium
CUST0219,207.0153231641351,3,2022-06-01,2023-01-01,214,69.00510772137837,5.1203271028037385,1059.9861698929956,Low
CUST0220,761.4419243544148,5,2022-01-01,2022-12-01,334,152.28838487088296,5.467814371257485,2498.0538581178143,High
CUST0221,437.57633272414995,4,2022-08-01,2023-01-01,153,109.39408318103749,9.549019607843137,3133.8187358332502,High
CUST0222,250.76300735231115,2,2022-07-01,2022-12-01,153,125.38150367615557,4.7745098039215685,1795.905655596699,Medium
CUST0223,76.13456602990728,2,2022-04-01,2022-07-01,91,38.06728301495364,8.027472527472527,916.7522057941857,Low
CUST0224,736.0873365597333,6,2022-02-01,2023-01-01,334,122.68122275995556,6.561377245508981,2414.873350405173,High
CUST0225,532.263560821765,4,2022-02-01,2022-11-01,273,133.06589020544126,5.351648351648352,2136.365555935711,Medium
CUST0226,423.5776459468654,6,2022-01-01,2023-02-01,396,70.59627432447756,5.534090909090908,1172.0585998643376,Low
CUST0227,710.5841451436787,8,2022-06-01,2022-10-01,122,88.82301814295984,23.95081967213115,6382.152270829394,Very High
CUST0228,280.5707152679276,4,2022-02-01,2023-01-01,334,70.1426788169819,4.374251497005988,920.4651534575796,Low
CUST0229,346.37145097149596,4,2022-02-01,2023-02-01,365,86.59286274287399,4.002739726027397,1039.8260750740183,Low
CUST0230,383.8149945837387,4,2022-01-01,2022-10-01,273,95.95374864593468,5.351648351648352,1540.53216232649,Low
CUST0231,566.2529221804596,4,2022-01-01,2022-06-01,151,141.5632305451149,9.675496688741722,4109.08370516052,Very High
CUST0232,953.5593183174212,6,2022-05-01,2023-02-01,276,158.92655305290353,7.940217391304348,3785.734141472153,Very High
