Customer_ID,Total_Sales,Total_Orders,Avg_Order_Value,Total_Quantity,Avg_Discount,Avg_Profit,Avg_Delivery_Days,Weekend_Order_Ratio,Preferred_Category,Unique_Categories,Preferred_Region,Customer_Type,Frequency,Monetary,Churned,CLV_Simple,CLV_Category,Purchase_Frequency,Lifespan_Days
CUST0012,965.1071979104096,9,107.23413310115662,42,0.07222222222222223,12.284488292605845,1.0,0.2222222222222222,Electronics,4,East,Consumer,9,965.1071979104096,0,3166.216203923148,High,9.842065868263472,334
CUST0013,586.1226307187316,6,97.6871051197886,22,0.024999999999999998,21.986238876580018,1.0,0.3333333333333333,Clothing,3,East,Consumer,6,586.1226307187316,0,1759.5722537261645,Medium,6.004109589041096,365
CUST0014,654.9987467448759,4,163.74968668621898,27,0.1,-8.95418481978203,1.0,0.0,Clothing,4,West,Home Office,4,654.9987467448759,0,1966.3421280704051,Medium,4.002739726027397,365
CUST0015,346.1491258466326,5,69.22982516932652,24,0.04,4.793818695183482,1.0,0.4,Electronics,4,Central,Consumer,5,346.1491258466326,0,1039.1586428669798,Low,5.0034246575342465,365
CUST0016,192.70532093807736,2,96.35266046903868,9,0.2,30.200666456096215,1.0,1.0,Clothing,2,East,Corporate,2,192.70532093807736,0,861.8647159914216,Low,2.9816326530612245,245
CUST0017,995.1481860635141,7,142.16402658050202,36,0.014285714285714287,13.03156568302256,1.0,0.42857142857142855,Electronics,3,South,Consumer,7,995.148186063514,0,3586.952713418077,Very High,8.410361842105262,304
CUST0018,143.1831747224085,2,71.59158736120425,9,0.0,34.092995405751026,1.0,0.5,Furniture,2,Central,Consumer,2,143.1831747224085,1,2659.2027746115104,High,12.38135593220339,59
CUST0019,1103.990274827222,11,100.36275225702019,62,0.08636363636363636,18.044977699684782,1.0,0.2727272727272727,Furniture,3,East,Corporate,11,1103.990274827222,0,3953.259292947479,Very High,13.129901960784316,306
CUST0020,172.80062377308428,2,86.40031188654214,6,0.075,17.61394304639498,1.0,0.5,Clothing,2,Central,Consumer,2,172.80062377308428,0,779.2028127545559,Low,3.006172839506173,243
CUST0021,1200.7781642166374,9,133.41979602407082,53,0.15000000000000002,9.556479745811487,1.0,0.1111111111111111,Office Supplies,4,West,Consumer,9,1200.7781642166374,0,3604.8018450421378,Very High,9.006164383561643,365
CUST0022,1134.7927192240497,8,141.84908990300622,46,0.04375,21.333578057695213,1.0,0.375,Furniture,3,South,Consumer,8,1134.7927192240495,0,3722.901563142971,Very High,8.748502994011975,334
CUST0023,678.883787146882,5,135.7767574293764,32,0.11000000000000001,12.358753314791041,1.0,0.4,Office Supplies,3,South,Consumer,5,678.883787146882,1,3508.900517765075,Very High,8.61438679245283,212
CUST0024,159.2750839040828,1,159.2750839040828,3,0.0,4.981660162217633,1.0,0.0,Electronics,1,Central,Home Office,1,159.2750839040828,1,174525.67318789873,Very High,365.25,1
CUST0025,660.0171591136494,7,94.28816558766421,36,0.09999999999999999,26.62871326590038,1.0,0.14285714285714285,Office Supplies,4,South,Consumer,7,660.0171591136494,0,1981.4076769829624,Medium,7.004794520547945,365
CUST0026,216.9402761604794,3,72.31342538682647,11,0.10000000000000002,25.13271092561138,1.0,0.3333333333333333,Electronics,2,East,Corporate,3,216.9402761604794,0,1932.6203870150025,Medium,8.908536585365853,123
CUST0027,303.50580107282497,5,60.70116021456499,26,0.06,24.440782422809356,1.0,0.4,Electronics,3,Central,Consumer,5,303.50580107282497,0,911.141045275474,Low,5.0034246575342465,365
CUST0028,567.2403493922667,5,113.44806987845334,26,0.04,32.56782466595307,1.0,0.4,Furniture,3,Central,Consumer,5,567.2403493922667,0,1860.938960618492,Medium,5.467814371257485,334
CUST0029,909.6050112373912,8,113.7006264046739,44,0.10625,23.788247292558054,1.0,0.25,Clothing,4,West,Consumer,8,909.6050112373912,0,3289.4379243015555,High,9.643564356435643,303
CUST0030,659.0087627623409,3,219.66958758744696,9,0.15,-26.973793091915866,1.0,0.3333333333333333,Electronics,2,Central,Consumer,3,659.0087627623409,0,722108.851796835,Very High,1095.75,1
CUST0031,285.14212227003594,3,95.04737409001199,20,0.049999999999999996,21.943299609091856,1.0,0.3333333333333333,Office Supplies,2,East,Consumer,3,285.14212227003594,0,3396.1356573629564,Very High,11.910326086956523,92
CUST0032,352.21131872060533,5,70.44226374412106,37,0.06000000000000001,21.14703933056497,1.0,0.2,Electronics,4,Central,Consumer,5,352.21131872060533,0,1145.2093545641048,Low,5.4191394658753715,337
CUST0033,267.29808632448373,2,133.64904316224187,9,0.125,12.38941094326552,1.0,0.5,Electronics,2,Central,Consumer,2,267.29808632448373,0,2400.7530990987957,High,5.9877049180327875,122
CUST0034,528.4699956627542,4,132.11749891568854,16,0.1625,34.42775858128557,1.0,0.0,Clothing,2,South,Consumer,4,528.4699956627542,0,2121.1391858881425,Medium,5.351648351648352,273
CUST0035,548.954978403737,5,109.79099568074739,21,0.14,19.907108120551833,1.0,0.0,Furniture,4,Central,Corporate,5,548.954978403737,0,1800.9503520535773,Medium,5.467814371257485,334
CUST0036,664.4060934081809,5,132.8812186816362,24,0.13999999999999999,12.28752281501338,1.0,0.4,Clothing,2,East,Consumer,5,664.4060934081809,0,2179.709511532977,Medium,5.467814371257485,334
CUST0037,519.7878459503438,3,173.26261531678128,13,0.049999999999999996,20.624080357168086,1.0,0.3333333333333333,Clothing,3,Central,Consumer,3,519.7878459503438,1,9653.517494916769,Very High,18.572033898305087,59
CUST0038,606.9536506490886,3,202.31788354969618,13,0.16666666666666666,28.80453569163687,1.0,0.3333333333333333,Clothing,2,South,Home Office,3,606.9536506490886,1,4404.433527806216,Very High,7.256622516556291,151
CUST0039,802.0224391129527,7,114.57463415899325,37,0.03571428571428571,-0.7323906076740864,1.0,0.7142857142857143,Electronics,3,South,Consumer,7,802.0224391129527,0,2407.715308652104,High,7.004794520547945,365
CUST0040,842.8692680354206,6,140.47821133923676,28,0.075,17.67927751757904,1.0,0.3333333333333333,Electronics,2,East,Consumer,6,842.8692680354206,0,5046.852461474383,Very High,11.975409836065571,183
CUST0041,918.5483240519366,7,131.22118915027664,30,0.09999999999999999,39.432896061147765,1.0,0.2857142857142857,Electronics,3,East,Consumer,7,918.5483240519366,0,2541.6649648482557,High,6.456439393939394,396
CUST0042,117.37115365390514,3,39.12371788463505,13,0.18333333333333335,32.006521786105914,1.0,0.0,Electronics,3,West,Consumer,3,117.37115365390514,1,2108.3515019060096,Medium,17.963114754098363,61
CUST0043,966.2734051017732,8,120.78417563772165,38,0.13125,29.276888888720652,1.0,0.25,Electronics,3,Central,Consumer,8,966.2734051017732,0,3494.3699130041846,Very High,9.643564356435643,303
CUST0044,258.10771992630066,2,129.05385996315033,9,0.175,6.622708580963858,1.0,0.0,Furniture,1,Central,Consumer,2,258.10771992630066,0,4636.418591954819,Very High,11.975409836065577,61
CUST0045,472.2931900230148,4,118.0732975057537,18,0.0875,4.463819522669741,1.0,0.25,Office Supplies,3,East,Corporate,4,472.2931900230148,0,2812.5829509115138,High,7.940217391304349,184
CUST0046,150.20979363821579,2,75.10489681910789,11,0.175,32.21278541697019,1.0,0.5,Clothing,2,Central,Consumer,2,150.2097936382158,0,1808.7074876821423,Medium,8.027472527472527,91
CUST0047,466.75783186195895,5,93.35156637239179,14,0.08,9.69526136156882,1.0,0.4,Electronics,3,South,Home Office,5,466.75783186195895,1,8668.642275639686,Very High,30.95338983050847,59
CUST0048,501.69599752296324,4,125.42399938074081,22,0.0875,30.36438419957651,1.0,0.25,Clothing,3,South,Corporate,4,501.6959975229632,0,1645.9083511550507,Low,4.374251497005988,334
CUST0049,277.43875088622747,4,69.35968772155687,13,0.0875,20.946103803947924,1.0,0.25,Electronics,3,Central,Consumer,4,277.43875088622747,1,4983.664119403013,Very High,23.95081967213115,61
CUST0050,495.0500659826905,5,99.0100131965381,21,0.05,33.765527599562006,1.0,0.4,Clothing,4,Central,Consumer,5,495.0500659826905,0,3545.4320901995634,Very High,11.936274509803924,153
CUST0051,589.8338341139425,4,147.45845852848564,13,0.05,-4.355816878028764,1.0,0.0,Clothing,2,East,Consumer,4,589.8338341139425,1,5385.920197752937,Very High,12.175,120
CUST0052,287.08138506587903,4,71.77034626646976,27,0.1,36.64070306118071,1.0,0.5,Office Supplies,3,Central,Corporate,4,287.08138506587903,0,2578.4379318519423,High,11.975409836065577,122
CUST0053,490.7157442265677,4,122.67893605664193,17,0.11249999999999999,-0.9565373148291858,1.0,0.5,Electronics,2,East,Home Office,4,490.7157442265677,0,2221.9081683316595,Medium,6.037190082644628,242
CUST0054,931.3451372342204,7,133.04930531917435,34,0.09285714285714286,13.007095123503548,1.0,0.14285714285714285,Electronics,3,West,Home Office,7,931.3451372342204,0,3055.453395582027,High,7.654940119760479,334
CUST0055,494.7872832113483,5,98.95745664226966,24,0.06999999999999999,17.21897592663004,1.0,0.4,Electronics,3,South,Consumer,5,494.7872832113483,1,3543.5501018224504,Very High,11.936274509803924,153
CUST0056,469.71899869802826,5,93.94379973960565,20,0.11000000000000001,23.968241932002957,1.0,0.6,Office Supplies,3,Central,Corporate,5,469.71899869802826,0,1410.1221721188067,Low,5.0034246575342465,365
CUST0057,471.83905007748274,4,117.95976251937068,15,0.025,32.85239381992331,1.0,0.75,Clothing,4,Central,Consumer,4,471.83905007748274,0,2404.733205220473,High,6.795348837209302,215
CUST0058,734.4340208314857,6,122.40567013858094,30,0.08333333333333333,18.794127123037836,1.0,0.3333333333333333,Clothing,3,Central,Consumer,6,734.4340208314857,0,2409.44933630569,High,6.561377245508981,334
CUST0059,218.4492744680797,4,54.61231861701992,28,0.125,3.584691052283103,1.0,0.5,Office Supplies,3,Central,Consumer,4,218.4492744680797,0,782.2411519555501,Low,4.7745098039215685,306
CUST0060,307.1446286351237,2,153.57231431756185,6,0.125,5.126645444638985,1.0,0.0,Electronics,2,East,Consumer,2,307.1446286351237,0,2199.697560960371,Medium,4.7745098039215685,153
CUST0061,666.7447848778013,7,95.24925498254304,43,0.09999999999999999,8.68560019134059,1.0,0.2857142857142857,Office Supplies,2,East,Home Office,7,666.7447848778013,0,2187.3820300294933,Medium,7.654940119760479,334
CUST0062,296.0661531553625,3,98.68871771845416,20,0.049999999999999996,-5.992815183879839,1.0,0.3333333333333333,Electronics,2,Central,Home Office,3,296.0661531553625,0,1340.555732727225,Low,4.527892561983471,242
CUST0063,214.43397543868952,3,71.4779918128965,9,0.0,50.38996787194419,1.0,0.3333333333333333,Electronics,3,Central,Consumer,3,214.43397543868952,0,1108.3303235233209,Low,5.168632075471698,212
CUST0064,260.07351933614086,3,86.69117311204695,11,0.08333333333333333,12.144603778847989,1.0,0.0,Electronics,3,Central,Consumer,3,260.07351933614086,0,1862.5853517161856,Medium,7.161764705882353,153
CUST0065,408.2884717148148,5,81.65769434296297,11,0.08,17.36853671942149,1.0,0.0,Electronics,3,East,Consumer,5,408.2884717148148,0,1225.704364058927,Low,5.0034246575342465,365
CUST0066,259.38744070690126,2,129.69372035345063,8,0.1,13.404874376945429,1.0,1.0,Office Supplies,1,East,Corporate,2,259.38744070690126,1,4659.406363189952,Very High,11.975409836065577,61
CUST0067,385.84057193995847,3,128.61352397998616,14,0.11666666666666665,17.95979474773505,1.0,0.0,Clothing,3,South,Consumer,3,385.84057193995847,0,1265.8227745605072,Low,3.2806886227544907,334
CUST0068,304.25364546982127,4,76.06341136745532,24,0.1375,25.90330787999585,1.0,0.0,Electronics,2,Central,Corporate,4,304.25364546982127,0,1550.632241970031,Low,6.795348837209302,215
CUST0069,544.2609190030313,5,108.85218380060626,27,0.09,21.779230677155414,1.0,0.4,Clothing,3,South,Consumer,5,544.2609190030313,0,2813.0844433847715,High,8.61438679245283,212
CUST0070,142.2925338346368,2,71.1462669173184,14,0.125,-0.2999096953815483,1.0,0.5,Furniture,1,West,Consumer,2,142.2925338346368,0,1694.7504777098184,Low,7.940217391304349,92
CUST0071,145.77117053551603,3,48.590390178505345,10,0.13333333333333333,21.242949137979934,1.0,0.0,Clothing,3,East,Home Office,3,145.77117053551603,0,1309.2521320843584,Low,8.981557377049182,122
CUST0072,739.9328814011341,6,123.32214690018901,29,0.11666666666666665,-0.9074364052934693,1.0,0.16666666666666666,Clothing,4,East,Consumer,6,739.9328814011341,0,3322.8748147348065,High,8.981557377049182,244
CUST0073,707.0773232165236,9,78.56414702405817,44,0.09444444444444446,17.261075998650053,1.0,0.3333333333333333,Electronics,3,Central,Consumer,9,707.0773232165236,0,2299.050376600907,Medium,9.754451038575668,337
CUST0074,540.6564791042989,4,135.16411977607473,16,0.1125,20.14207648880401,1.0,0.0,Electronics,3,West,Consumer,4,540.6564791042989,0,3219.697483578998,High,7.940217391304349,184
CUST0075,724.3010812061214,6,120.7168468676869,37,0.14166666666666666,14.775676242724495,1.0,0.16666666666666666,Furniture,3,East,Consumer,6,724.3010812061214,1,5291.019398210718,Very High,14.61,150
CUST0076,717.5694916745239,7,102.50992738207484,28,0.08571428571428572,29.723926824036337,1.0,0.2857142857142857,Clothing,3,South,Consumer,7,717.5694916745239,0,2594.972839941781,High,8.43811881188119,303
CUST0077,331.12197422179463,2,165.56098711089732,9,0.075,-3.2304491273725917,1.0,0.5,Office Supplies,1,Central,Consumer,2,331.12197422179463,0,3943.7706875383856,Very High,7.940217391304349,92
CUST0078,705.3877991562416,6,117.56463319270694,30,0.06666666666666667,20.912913053533924,1.0,0.16666666666666666,Clothing,2,Central,Consumer,6,705.3877991562416,0,2117.6128244532924,Medium,6.004109589041096,365
CUST0079,746.0084840172087,7,106.57264057388696,32,0.1285714285714286,5.618257068625949,1.0,0.14285714285714285,Electronics,2,Central,Consumer,7,746.0084840172087,0,2972.5047140431143,High,9.297272727272729,275
CUST0080,262.40599203017814,1,262.40599203017814,4,0.0,28.565321367738548,1.0,0.0,Electronics,1,East,Consumer,1,262.40599203017814,1,287531.36576706765,Very High,365.25,1
CUST0081,161.90955667676968,1,161.90955667676968,6,0.0,32.9989804181674,1.0,0.0,Furniture,1,East,Corporate,1,161.90955667676968,1,177412.39672857037,Very High,365.25,1
CUST0082,369.82298233646554,4,92.45574558411639,16,0.175,21.087629578071073,1.0,0.25,Furniture,3,Central,Consumer,4,369.82298233646554,0,2202.3561570390334,Medium,7.940217391304349,184
CUST0083,1117.2294587604285,8,139.65368234505357,39,0.0125,31.709815905033686,1.0,0.375,Office Supplies,3,South,Consumer,8,1117.2294587604283,0,3665.281974361495,Very High,8.748502994011975,334
CUST0084,231.1978581565071,3,77.0659527188357,11,0.06666666666666667,33.7151230570687,1.0,0.6666666666666666,Clothing,2,Central,Consumer,3,231.1978581565071,0,827.8923303104336,Low,3.5808823529411766,306
CUST0085,270.4899292949869,3,90.16330976499563,10,0.15,39.933030042110495,1.0,0.0,Office Supplies,2,Central,Consumer,3,270.4899292949869,0,1384.9969160045882,Low,5.1203271028037385,214
CUST0086,267.502127057725,4,66.87553176443124,23,0.07500000000000001,10.728326228934195,1.0,0.0,Electronics,3,Central,Consumer,4,267.502127057725,0,803.0560430780881,Low,4.002739726027397,365
CUST0087,985.2265109668452,7,140.74664442383502,28,0.07142857142857142,6.33405229722,1.0,0.2857142857142857,Electronics,3,Central,Consumer,7,985.2265109668452,0,3203.447921044275,High,7.58679525222552,337
CUST0088,945.6282816040753,5,189.12565632081504,29,0.06000000000000001,25.09319117348606,1.0,0.2,Clothing,3,East,Consumer,5,945.6282816040753,0,2616.596438302185,High,4.611742424242424,396
CUST0089,313.15085909821545,3,104.38361969940514,17,0.06666666666666667,14.672751064372354,1.0,0.3333333333333333,Clothing,3,Central,Consumer,3,313.15085909821545,0,1121.3563851531685,Low,3.5808823529411766,306
CUST0090,755.531406903361,8,94.44142586292013,44,0.05625,20.324878350903905,1.0,0.25,Clothing,3,Central,Consumer,8,755.531406903361,0,2090.589745238277,Medium,7.378787878787878,396
CUST0091,154.97194966268046,2,77.48597483134023,9,0.05,16.831557772612197,1.0,0.5,Electronics,2,East,Consumer,2,154.97194966268046,0,622.0165342230114,Low,2.675824175824176,273
CUST0092,733.2601844729375,7,104.75145492470536,29,0.042857142857142864,34.89425669581461,1.0,0.14285714285714285,Office Supplies,4,West,Consumer,7,733.2601844729375,0,2028.9642604450032,Medium,6.456439393939394,396
CUST0093,781.5001147054314,7,111.64287352934734,47,0.1,15.217781014541087,1.0,0.14285714285714285,Furniture,3,East,Consumer,7,781.5001147054314,0,2346.1061662697985,Medium,7.004794520547945,365
CUST0094,120.58324956314604,1,120.58324956314604,5,0.0,86.26996758752956,1.0,0.0,Office Supplies,1,South,Home Office,1,120.58324956314604,1,132129.09570881727,Very High,365.25,1
CUST0095,379.1927165845792,4,94.7981791461448,26,0.1375,-10.334692888131256,1.0,0.25,Electronics,2,East,Consumer,4,379.1927165845792,1,4668.544035927558,Very High,16.415730337078653,89
CUST0096,784.4712677540874,5,156.8942535508175,28,0.12,17.36631477603308,1.0,0.4,Electronics,2,Central,Corporate,5,784.4712677540874,0,3148.660775243741,High,6.68956043956044,273
CUST0097,227.02049413255284,2,113.51024706627642,13,0.1,32.43702277345264,1.0,0.5,Clothing,2,Central,Consumer,2,227.02049413255284,0,2038.9975938175803,Medium,5.9877049180327875,122
CUST0098,270.7188510415137,4,67.67971276037842,20,0.175,25.55737212319241,1.0,0.0,Furniture,3,West,Consumer,4,270.7188510415137,0,1399.2461369280122,Low,6.891509433962264,212
CUST0099,689.3014870578361,5,137.86029741156722,36,0.09,34.10423403094873,1.0,0.4,Clothing,3,East,Corporate,5,689.3014870578361,0,2484.546396196131,High,6.0074013157894735,304
CUST0100,146.4111550132134,2,73.2055775066067,7,0.2,38.77710142246167,1.0,0.0,Clothing,2,East,Home Office,2,146.4111550132134,0,1048.5622425211018,Low,4.7745098039215685,153
CUST0101,721.0998133074627,6,120.18330221791045,40,0.05833333333333333,36.620298317144595,1.0,0.6666666666666666,Clothing,3,West,Consumer,6,721.0998133074627,0,2862.844639245117,High,7.940217391304348,276
CUST0102,288.47143493116283,3,96.15714497705427,13,0.08333333333333333,38.14500635962446,1.0,0.0,Electronics,3,Central,Corporate,3,288.47143493116283,1,5181.845488947897,Very High,17.963114754098363,61
CUST0103,322.1295940705075,3,107.37653135683583,14,0.049999999999999996,20.068159905098497,1.0,0.3333333333333333,Clothing,3,Central,Consumer,3,322.1295940705075,0,1292.943233343438,Low,4.013736263736264,273
CUST0104,693.0262179774463,7,99.00374542534948,43,0.07857142857142858,18.52225944892016,1.0,0.14285714285714285,Office Supplies,4,South,Corporate,7,693.0262179774463,0,2781.624462816069,High,9.365384615384617,273
CUST0105,470.36148554494264,5,94.07229710898852,25,0.09,21.542601536750617,1.0,0.6,Electronics,3,East,Consumer,5,470.36148554494264,0,1887.9069515965969,Medium,6.68956043956044,273
CUST0106,555.2772235974896,6,92.54620393291493,35,0.05833333333333333,17.50699252226995,1.0,0.3333333333333333,Office Supplies,3,East,Consumer,6,555.2772235974896,0,1988.3824109704224,Medium,7.161764705882353,306
CUST0107,318.46850964277496,3,106.15616988092499,21,0.10000000000000002,21.30123264848991,1.0,0.6666666666666666,Clothing,3,West,Consumer,3,318.46850964277496,0,956.0599162769058,Low,3.002054794520548,365
CUST0108,464.7454523616845,5,92.9490904723369,18,0.04,15.104028703368163,1.0,0.6,Electronics,3,South,Home Office,5,464.7454523616845,0,1664.1987889716204,Low,5.968137254901961,306
CUST0109,793.0162294641729,8,99.1270286830216,47,0.14375,16.59512205222327,1.0,0.625,Electronics,2,South,Home Office,8,793.0162294641729,0,2601.6393216627766,High,8.748502994011975,334
CUST0110,53.71127841932963,2,26.855639209664815,2,0.0,52.983871567621996,1.0,1.0,Clothing,2,Central,Consumer,2,53.71127841932963,0,478.4888888453695,Low,5.939024390243903,123
CUST0111,1036.9021262208769,10,103.69021262208769,43,0.05500000000000001,31.077912116867964,1.0,0.3,Electronics,3,East,Consumer,10,1036.9021262208769,0,3401.753008402772,Very High,10.93562874251497,334
CUST0112,668.2669436965372,4,167.0667359241343,19,0.0375,48.864991732930434,1.0,0.5,Electronics,2,West,Consumer,4,668.2669436965372,0,3421.7453437171994,Very High,6.827102803738319,214
CUST0113,1332.6177550531645,9,148.0686394503516,47,0.061111111111111116,22.37681101742647,1.0,0.3333333333333333,Clothing,3,East,Consumer,9,1332.6177550531645,0,4000.591520820561,Very High,9.006164383561643,365
CUST0114,780.7684500257078,6,130.12807500428463,37,0.10000000000000002,15.52823592260077,1.0,0.5,Clothing,3,West,Consumer,6,780.7684500257078,0,2538.655872746793,High,6.502967359050445,337
CUST0115,304.3147915773742,3,101.43826385912473,18,0.11666666666666665,-7.1402698659261645,1.0,0.3333333333333333,Clothing,2,East,Consumer,3,304.3147915773742,0,1372.2342916498264,Low,4.5092592592592595,243
CUST0116,898.9178674215486,8,112.36473342769358,32,0.1125,12.050864862508641,1.0,0.625,Office Supplies,3,East,Consumer,8,898.9178674215486,0,3581.7791026442246,Very High,10.625454545454543,275
CUST0117,579.3329757904066,4,144.83324394760166,18,0.17500000000000002,19.615705218672858,1.0,0.25,Office Supplies,3,South,Consumer,4,579.3329757904066,0,1603.0406773291363,Low,3.689393939393939,396
CUST0118,804.5693091482142,6,134.0948848580357,34,0.06666666666666667,18.55520333400791,1.0,0.5,Clothing,3,East,Consumer,6,804.5693091482142,0,2909.593466993914,High,7.232673267326733,303
CUST0119,323.5417272852045,4,80.88543182130113,17,0.1125,51.95476442483531,1.0,0.25,Electronics,2,Central,Corporate,4,323.5417272852045,0,1158.5648616756955,Low,4.7745098039215685,306
CUST0120,221.59871068959131,2,110.79935534479566,9,0.1,8.197768106322316,1.0,0.0,Electronics,2,Central,Corporate,2,221.59871068959131,0,889.4387810920136,Low,2.675824175824176,273
CUST0121,385.0100105935019,2,192.50500529675094,9,0.05,46.666380254035445,1.0,0.0,Furniture,2,Central,Home Office,2,385.0100105935019,0,6915.9790017677005,Very High,11.975409836065577,61
CUST0122,740.8576983064265,8,92.60721228830332,60,0.07500000000000001,35.57126534910006,1.0,0.375,Clothing,4,South,Consumer,8,740.8576983064265,0,2224.0954052582656,Medium,8.005479452054795,365
CUST0123,728.5484284055057,5,145.70968568110112,28,0.13,15.133578251313235,1.0,0.2,Clothing,3,East,Corporate,5,728.5484284055057,0,2015.9266172356888,Medium,4.611742424242424,396
CUST0124,370.48986192543697,5,74.09797238508739,31,0.08,17.491462262822765,1.0,0.6,Clothing,3,Central,Consumer,5,370.48986192543697,1,6655.151904996681,Very High,29.938524590163937,61
CUST0125,620.2501594496501,7,88.6071656356643,48,0.049999999999999996,30.769296765334378,1.0,0.5714285714285714,Furniture,3,West,Consumer,7,620.2501594496501,0,3693.690827266055,Very High,13.89538043478261,184
CUST0126,776.2782283716328,7,110.89688976737612,58,0.09285714285714286,19.083447914418393,1.0,0.14285714285714285,Furniture,4,Central,Corporate,7,776.2782283716328,0,2330.429777364977,Medium,7.004794520547945,365
CUST0127,515.8103868601681,3,171.93679562005605,10,0.13333333333333333,33.188197803930855,1.0,0.0,Electronics,3,Central,Consumer,3,515.8103868601681,0,2055.2699323710153,Medium,3.9845454545454544,275
CUST0128,409.9126620123792,5,81.98253240247584,35,0.08,17.501973563009184,1.0,0.2,Clothing,3,South,Consumer,5,409.9126620123792,0,1848.402466666932,Medium,7.515432098765432,243
CUST0129,992.9186156582157,8,124.11482695727696,35,0.10625000000000001,18.953801592367714,1.0,0.25,Furniture,4,East,Consumer,8,992.9186156582156,0,3956.329356754509,Very High,10.625454545454543,275
CUST0130,724.5989208429016,8,90.5748651053627,37,0.05,41.99006092694114,1.0,0.5,Electronics,4,Central,Consumer,8,724.5989208429016,0,2356.021565322283,Medium,8.670623145400594,337
CUST0131,278.88379554849854,5,55.77675910969971,23,0.06999999999999999,23.204366035400344,1.0,0.4,Furniture,3,East,Consumer,5,278.88379554849854,0,914.9308951265488,Low,5.467814371257485,334
CUST0132,756.3313984258704,5,151.26627968517408,23,0.05,20.746139307370733,1.0,0.4,Electronics,2,Central,Corporate,5,756.3313984258704,0,2459.199198294207,High,5.4191394658753715,337
CUST0133,336.5955187196252,3,112.19850623987507,12,0.06666666666666667,10.53327350027379,1.0,0.3333333333333333,Office Supplies,2,East,Consumer,3,336.5955187196252,1,6251.2633836784635,Very High,18.572033898305087,59
CUST0134,533.8895940355158,6,88.98159900591929,28,0.125,-0.43921747433334346,1.0,0.16666666666666666,Electronics,3,East,Home Office,6,533.8895940355158,0,1751.5255169593304,Medium,6.561377245508981,334
CUST0135,608.3821019563699,4,152.09552548909247,27,0.11249999999999999,20.65396944411729,1.0,0.0,Electronics,2,West,Consumer,4,608.3821019563699,0,1683.4209298451824,Low,3.689393939393939,396
CUST0136,256.1608958583596,2,128.0804479291798,5,0.2,27.448302200012492,1.0,0.5,Clothing,2,West,Consumer,2,256.1608958583596,0,1834.5640629856048,Medium,4.7745098039215685,153
CUST0137,1477.4802740641844,9,164.1644748960205,51,0.044444444444444446,16.672512364256214,1.0,0.1111111111111111,Office Supplies,4,Central,Consumer,9,1477.4802740641844,0,5887.087310203018,Very High,11.953636363636363,275
CUST0138,606.2572364231418,5,121.25144728462836,29,0.05,25.766025114939644,1.0,0.2,Office Supplies,3,East,Corporate,5,606.2572364231418,0,2433.356654984094,High,6.68956043956044,273
